posicion_id,tema_id,posicion_num,nombre,resumen,n_cuentas,n_msgs,n_palabras_tema,top_words,top_subclusters,plataformas,mono_tema_share,top5_cuentas_share,hhi_cuentas,max_hour_share,duplicate_share,top_url_share,ibea_score,ibea_nivel,postura_actor,postura_actor_etiqueta,postura_actor_score,postura_actor_apoyo,postura_actor_critica,postura_actor_evidencia,postura_actor_referencias,postura_actor_mensajes
T04_P1,4,1,"Perspectiva sobre medios y conversación digital · incremento, con énfasis en ojala","Perspectiva sobre medios y conversación digital · incremento, con énfasis en ojala. Grupo de 167 cuentas dentro de Medios y conversación digital · incremento; usa principalmente ojala, peor, empezar, santa, atacar, podcast. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",167,238,593,"ojala, peor, empezar, santa, atacar, podcast, dueno, mero, muerto, inutil, cerrar, gabriel, preguntar, gastar, patrulla, vato, enemigo, tonto, medicamento, art, compa, santisima, globo, peso, torre, alli, acaso, tini, notar, elite, tambo, bukele, chapo, convenir, disparar","S0:82, S4:63, S8:55, S12:40, S3:36, S7:35","{""YouTube"": 120, ""Twitter"": 46, ""Facebook"": 1}",0.006,0.0759,0.0067,0.021,0.0084,0.4,24.6,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,15,0
T04_P2,4,2,"Perspectiva sobre medios y conversación digital · incremento, con énfasis en cualquiera","Perspectiva sobre medios y conversación digital · incremento, con énfasis en cualquiera. Grupo de 24 cuentas dentro de Medios y conversación digital · incremento; usa principalmente cualquiera, buenisimo, factura, peor, asalto, tonto. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",24,30,82,"cualquiera, buenisimo, factura, peor, asalto, tonto, propietario, disparar, accionar, acaso, desgracia, elite, empezar, fruta, importacion, cargar, creser, atacar, mata, mamon, literalmente, medicamento, notar, muerto, ojala, mercancia, podriar, publicar, revisar, puta, sepa, torre, vencido, zapata","S2:50, S0:5, S16:3, S14:3, S13:3, S7:2","{""YouTube"": 21, ""Twitter"": 2, ""Facebook"": 1}",0.0,0.2927,0.0455,0.1,0.0667,0.0,31.1,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T05_P1,5,1,"Perspectiva sobre medios y conversación digital · hora, con énfasis en voto","Perspectiva sobre medios y conversación digital · hora, con énfasis en voto. Grupo de 66 cuentas dentro de Medios y conversación digital · hora; usa principalmente voto, red, social, entrar, abandonar, celular. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",66,95,276,"voto, red, social, entrar, abandonar, celular, cancer, medio, periodista, camara, clinica, lista, recuperar, televisa, ciudadana, oficina, tecnologico, tam, fraude, manejar, inaugurar, telefono, llamada, hora, alito, unido, adquisicion, temprano, gloria, evidente, motivo, quintana, refuerza, coger, carne","S5:59, S0:45, S3:39, S1:36, S6:20, S4:18","{""YouTube"": 36, ""Twitter"": 30}",0.0,0.192,0.0197,0.0421,0.0316,0.2857,28.4,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,8,0
T05_P2,5,2,"Perspectiva sobre medios y conversación digital · hora, con énfasis en hora","Perspectiva sobre medios y conversación digital · hora, con énfasis en hora. Grupo de 21 cuentas dentro de Medios y conversación digital · hora; usa principalmente hora, medio, entrar, celular, lanzar, fraude. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",21,31,85,"hora, medio, entrar, celular, lanzar, fraude, libramiento, oficina, otorgar, pulmon, recuperar, red, reparacion, social","S2:57, S1:20, S0:2, S4:2, S5:1, S6:1","{""YouTube"": 11, ""Twitter"": 9, ""Facebook"": 1}",0.0,0.4118,0.0649,0.0645,0.0323,0.5,43.9,medio,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,10,1
T06_P1,6,1,Actividades culturales y eventos públicos,"Actividades culturales y eventos públicos. Grupo de 30 cuentas dentro de Identidad local, cultura y entretenimiento · evento; usa principalmente blanca, espacio, evento, orozco, cultura, union. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",30,39,138,"blanca, espacio, evento, orozco, cultura, union, antonio, unir, encuentro, muestra, gerardo, donacion, cultural, arte, identidad, musical, promover, tradicion, plaza, raul, deporte, especial, experiencia, actividad, aportacion, celebracion, agradable, anfitrion, insistir, fisico, dif, impun, huasteca, lozano, metropolitano","S2:36, S8:18, S4:17, S0:15, S6:13, S5:10","{""Twitter"": 17, ""YouTube"": 7, ""Facebook"": 6}",0.0333,0.3768,0.0551,0.0513,0.0,1.0,38.5,medio,apoyo_defensa,Apoyo/defensa,1.0,2.0,0.0,2.0,12,1
T06_P2,6,2,"Perspectiva sobre identidad local, cultura y entretenimiento · evento, con énfasis en vivir","Perspectiva sobre identidad local, cultura y entretenimiento · evento, con énfasis en vivir. Grupo de 15 cuentas dentro de Identidad local, cultura y entretenimiento · evento; usa principalmente vivir, especial, unir, experiencia, artes, actividad. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",15,15,51,"vivir, especial, unir, experiencia, artes, actividad, espacio, encuentro, cultura, donacion, extraordinario, evento, identidad, israel, marco, lectura, plaza, visitar","S1:40, S0:3, S5:2, S3:1, S2:1, S4:1","{""YouTube"": 10, ""Twitter"": 4, ""Facebook"": 1}",0.0,0.4118,0.0696,0.0667,0.0,1.0,41.2,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,1,0
T07_P1,7,1,"Perspectiva sobre medios y conversación digital · paz, con énfasis en comentario","Perspectiva sobre medios y conversación digital · paz, con énfasis en comentario. Grupo de 31 cuentas dentro de Medios y conversación digital · paz; usa principalmente comentario, esunhonorestarconclaudiahoy, foto, avila, recordar, milei. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",31,129,215,"comentario, esunhonorestarconclaudiahoy, foto, avila, recordar, milei, peruano, jugar, triste, mono, mental, munoz, pessoas, doloroso, egresar, ajudar, escolta, vai, lamentar, fallecimiento, condolencia, ecuatoriano, cura, alcance, expresir, negativo, manifestacion, hilo, hrs, profundamente, protesta, presirvienta, post, rigor, reclamar","S0:151, S4:35, S3:13, S2:7, S6:6, S5:3","{""Twitter"": 17, ""YouTube"": 13, ""Facebook"": 1}",0.0645,0.5581,0.1557,0.6047,0.0078,0.5,62.2,medio,critica_oposicion,Crítica/oposición,-1.0,0.0,1.0,1.0,3,1
T07_P2,7,2,"Perspectiva sobre medios y conversación digital · paz, con énfasis en paz","Perspectiva sobre medios y conversación digital · paz, con énfasis en paz. Grupo de 15 cuentas dentro de Medios y conversación digital · paz; usa principalmente paz, descansar, triste, comentario, cine, doloroso. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",15,19,51,"paz, descansar, triste, comentario, cine, doloroso, fortaleza, fallecimiento, legado, lamentar, recordar, sincero, tar, trastorno","S1:32, S0:11, S2:3, S3:2, S6:2, S7:1","{""YouTube"": 11, ""Twitter"": 4}",0.0,0.4118,0.0704,0.1579,0.0526,0.0,42.4,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T08_P1,8,1,"Perspectiva sobre atención pública, entretenimiento y conectividad, con énfasis en regla","Perspectiva sobre atención pública, entretenimiento y conectividad, con énfasis en regla. Grupo de 70 cuentas dentro de Atención pública, entretenimiento y conectividad; usa principalmente regla, luis, misil, ovni, concierto, pan. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",70,102,285,"regla, luis, misil, ovni, concierto, pan, cancelar, nuclear, mil, actuar, bomba, cuanto, alien, respuesta, planeta, inmediato, nacido, detener, argentino, observar, dron, tragedia, valle, oir, ultimahora, reaccion, rojas, dispuesto, roma, marte, live, hacienda, aliado, encargado, cancelacion","S4:59, S1:54, S2:50, S6:30, S0:23, S5:18","{""YouTube"": 47, ""Twitter"": 23}",0.0,0.1439,0.0164,0.0392,0.0196,0.25,23.7,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,7,0
T08_P2,8,2,"Perspectiva sobre atención pública, entretenimiento y conectividad, con énfasis en people","Perspectiva sobre atención pública, entretenimiento y conectividad, con énfasis en people. Grupo de 25 cuentas dentro de Atención pública, entretenimiento y conectividad; usa principalmente people, per, texas, come, may, country. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",25,34,101,"people, per, texas, come, may, country, live, ciudadvictoria, noriega, magnifico, codigo, hacienda, misil, primo, ring, triunfar","S3:95, S5:3, S7:2, S4:1","{""Twitter"": 13, ""YouTube"": 12}",0.0,0.3762,0.0497,0.0882,0.0294,0.4,46.2,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,1,0
T09_P1,9,1,"Perspectiva sobre gobierno y disputa política · carretera, con énfasis en claudia","Perspectiva sobre gobierno y disputa política · carretera, con énfasis en claudia. Grupo de 163 cuentas dentro de Gobierno y disputa política · carretera; usa principalmente claudia, sheinbaum, pardo, president, mexicanos, andres. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",163,248,743,"claudia, sheinbaum, pardo, president, mexicanos, andres, manuel, lopez, ajeno, marina, donald, gobernadora, unidos, abusar, correr, gringo, inteligente, parasito, organizado","S0:695, S3:17, S10:9, S7:8, S1:5, S6:4","{""YouTube"": 158, ""Twitter"": 4, ""Facebook"": 1}",0.0123,0.2046,0.019,0.0524,0.0524,0.25,31.1,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,3,0
T09_P2,9,2,"Perspectiva sobre gobierno y disputa política · carretera, con énfasis en unidos","Perspectiva sobre gobierno y disputa política · carretera, con énfasis en unidos. Grupo de 160 cuentas dentro de Gobierno y disputa política · carretera; usa principalmente unidos, gringo, mexicanos, claudia, marina, tren. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",160,236,635,"unidos, gringo, mexicanos, claudia, marina, tren, carretera, sheinbaum, agarrar, porque, lopez, president, donald, organizado, inteligente, adan, gobernadora, suelo, esposo, estadounidense, americano, muro, huerta, correr, agusto, ajeno, noma, nahle, mega, invasor, documento, saquear, manuel, jente, parasito","S1:116, S4:85, S7:80, S0:59, S2:51, S6:47","{""YouTube"": 148, ""Twitter"": 12}",0.0,0.0961,0.0079,0.0424,0.0212,0.5,29.6,bajo,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,7,1
T09_P3,9,3,"Perspectiva sobre gobierno y disputa política · carretera, con énfasis en claudia","Perspectiva sobre gobierno y disputa política · carretera, con énfasis en claudia. Grupo de 100 cuentas dentro de Gobierno y disputa política · carretera; usa principalmente claudia, sheinbaum, pardo, sheinbaun, mexicanos, precidenta. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",100,166,411,"claudia, sheinbaum, pardo, sheinbaun, mexicanos, precidenta, igualmente, lopez, president, donald, unidos, organizado, manuel, gobernadora, parasito, agarrar, carretera, presupuesto, andres, suelo, anuncio, ajeno, esposo, adan, americano, cia, informado, marina, horror, estilo, fallido, firmeza, genio, estadounidense, encuesta","S0:277, S7:42, S11:30, S1:17, S3:13, S10:7","{""YouTube"": 98, ""Twitter"": 2}",0.01,0.1436,0.0127,0.0482,0.0241,0.1667,22.0,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T09_P4,9,4,"Perspectiva sobre gobierno y disputa política · carretera, con énfasis en lopez","Perspectiva sobre gobierno y disputa política · carretera, con énfasis en lopez. Grupo de 79 cuentas dentro de Gobierno y disputa política · carretera; usa principalmente lopez, manuel, andres, claudia, adan, sheinbaum. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",79,122,397,"lopez, manuel, andres, claudia, adan, sheinbaum, unidos, pardo, sheinbaun, mexicanos, president, agusto, parasito, organizado, tren, donald, carpeta, documento, mega, correr, estilo, gobiernos, saquear, marina, campos, carretera, controlar, inteligente, cia, igualmente, gringo, metido, narcogobierno, pila, papel","S3:251, S0:66, S7:23, S1:20, S10:9, S4:6","{""YouTube"": 75, ""Twitter"": 4}",0.0,0.2317,0.0216,0.041,0.0082,1.0,32.4,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,3,0
T10_P1,10,1,"Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en pais","Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en pais. Grupo de 598 cuentas dentro de México y asuntos nacionales · respetar; usa principalmente pais, salir, mal, cosa, presidente, pueblo. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",598,879,2412,"pais, salir, mal, cosa, presidente, pueblo, culpa, sacar, meter, servir, bloqueo, respetar, viejo, calderon, aca, soberania, serio, facil, mierda, maldito, falso, loco, ridiculo, loret, levantar, despues, panama, raro, alo, criticar, suceder, trump, imaginar, pruebas, creer","S0:590, S3:260, S6:217, S2:214, S11:157, S10:139","{""YouTube"": 491, ""Twitter"": 105, ""Facebook"": 2}",0.0067,0.0386,0.0021,0.0262,0.0319,0.2755,20.9,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,7,0
T10_P2,10,2,"Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en pueblo","Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en pueblo. Grupo de 223 cuentas dentro de México y asuntos nacionales · respetar; usa principalmente pueblo, pais, bloqueo, salir, presidente, hambre. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",223,311,987,"pueblo, pais, bloqueo, salir, presidente, hambre, mal, soberania, creer, cosa, sacar, servir, eeuu, abuso, respetar, trump, guerra, facil, suceder, violar, viejo, maldito, asesino, marino, culpa, desgraciado, infierno, alo, caracter, aca, serio, violacion, segun, loco, despues","S0:688, S12:54, S6:30, S2:27, S7:24, S3:24","{""YouTube"": 214, ""Twitter"": 8, ""Facebook"": 1}",0.0045,0.0669,0.0056,0.0225,0.0161,0.5,25.2,bajo,apoyo_defensa,Apoyo/defensa,1.0,6.0,0.0,6.0,3,2
T10_P3,10,3,"Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en trump","Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en trump. Grupo de 231 cuentas dentro de México y asuntos nacionales · respetar; usa principalmente trump, pais, eeuu, guerra, presidente, pueblo. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",231,341,960,"trump, pais, eeuu, guerra, presidente, pueblo, soberania, cosa, creer, mal, maldito, aca, loco, salir, sacar, facil, meter, panama, servir, criticar, viejo, culpa, violar, serio, asesino, calderon, raro, desastre, bloqueo, despues, noticiero, hambre, respetar, patron, ridiculo","S7:447, S0:248, S5:37, S2:33, S3:32, S11:30","{""YouTube"": 217, ""Twitter"": 14}",0.0,0.0667,0.0053,0.0792,0.0029,0.5,32.7,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,1,0
T10_P4,10,4,"Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en creer","Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en creer. Grupo de 184 cuentas dentro de México y asuntos nacionales · respetar; usa principalmente creer, pais, cosa, pueblo, mal, salir. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",184,245,704,"creer, pais, cosa, pueblo, mal, salir, trump, loco, presidente, aca, guerra, sacar, eeuu, marino, bloqueo, facil, serio, viejo, culpa, soberania, servir, respetar, calderon, culo, loret, alo, asesino, mierda, referir, raro, ridiculo, acordar, burlar, falso, culpar","S14:265, S0:124, S3:48, S11:44, S2:41, S7:36","{""YouTube"": 166, ""Twitter"": 18}",0.0054,0.0597,0.006,0.0367,0.0041,0.6667,26.1,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T10_P5,10,5,"Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en marino","Perspectiva sobre méxico y asuntos nacionales · respetar, con énfasis en marino. Grupo de 112 cuentas dentro de México y asuntos nacionales · respetar; usa principalmente marino, loco, pais, pueblo, respetar, cosa. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",112,140,412,"marino, loco, pais, pueblo, respetar, cosa, presidente, mal, sacar, salir, alo, imaginar, aca, servir, guerra, meter, creer, maldito, facil, levantar, infierno, sorprender, motivar, criticar, diablo, exactamente, culo, estricto, eeuu, despues, desgraciado, mugroso, impartir, guardias, serio","S6:168, S3:111, S0:44, S11:12, S10:11, S2:10","{""YouTube"": 112}",0.0,0.0971,0.0099,0.0286,0.0143,1.0,26.8,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T11_P1,11,1,"Perspectiva sobre seguridad, violencia y justicia · laredo, con énfasis en frontera","Perspectiva sobre seguridad, violencia y justicia · laredo, con énfasis en frontera. Grupo de 38 cuentas dentro de Seguridad, violencia y justicia · laredo; usa principalmente frontera, agencia, responsable, acto, mencionar, orden. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",38,51,159,"frontera, agencia, responsable, acto, mencionar, orden, laredo, rogar, muerte, meses, hermandad, denuncia, vehiculo, pleno, voltear, tamps, fronterizo, capaz, madres, radicar, fuga, contento, aduanas, asesinar, volar, sureste, secuestrar, gustavo, justicia, city, big, escaso, asesinato, bailar, aprehension","S2:34, S1:28, S8:17, S0:14, S9:14, S5:14","{""YouTube"": 20, ""Twitter"": 18}",0.0,0.3019,0.036,0.0588,0.0392,1.0,40.3,medio,critica_oposicion,Crítica/oposición,-1.0,0.0,1.0,1.0,1,1
T11_P2,11,2,Reclamos de seguridad y justicia,"Reclamos de seguridad y justicia. Grupo de 19 cuentas dentro de Seguridad, violencia y justicia · laredo; usa principalmente justicia, victima, acto, asesinar, denuncia, muerte. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",19,23,89,"justicia, victima, acto, asesinar, denuncia, muerte, presunto, palacio, asesinato, responsable, simbolico, marcado, activista, infame, conmemorar, aclarar, madres, relacion, radicar, posar, revolucionario, traidora, vehiculo, volar, voltear","S0:55, S5:12, S2:6, S4:5, S7:5, S1:2","{""Twitter"": 11, ""YouTube"": 8}",0.0,0.4607,0.0706,0.087,0.0,0.0,27.5,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,3,0
