posicion_id,tema_id,posicion_num,nombre,nombre_corto,resumen,n_cuentas,n_msgs,n_palabras_tema,top_words,top_subclusters,plataformas,mono_tema_share,top5_cuentas_share,hhi_cuentas,max_hour_share,duplicate_share,top_url_share,ibea_score,ibea_nivel,postura_actor,postura_actor_etiqueta,postura_actor_score,postura_actor_apoyo,postura_actor_critica,postura_actor_evidencia,postura_actor_referencias,postura_actor_mensajes
T07_P1,7,1,"Salud, atención médica y asistencia",Salud Atención Médica,"Salud, atención médica y asistencia. Grupo de 8 cuentas dentro de Economía, trabajo y costo de vida · millon; usa principalmente millon, atencion, bajar, pesos, caminar, hospital. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",8,15,48,"millon, atencion, bajar, pesos, caminar, hospital, hidalgo, recuperar, extorsion, col, presumir, guadalupe, cancha, diferencia, necesidad, inaugurar, tienda, victoria","S1:16, S0:13, S5:8, S4:6, S3:3, S2:1","{""Twitter"": 4, ""YouTube"": 4}",0.0,0.8125,0.1675,0.1333,0.0,0.1667,42.2,medio,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,3,1
T08_P1,8,1,"Perspectiva sobre bienestar, salud y educación · periodo, con énfasis en educacion",Educacion Gonzalez Paquete,"Perspectiva sobre bienestar, salud y educación · periodo, con énfasis en educacion. Grupo de 5 cuentas dentro de Bienestar, salud y educación · periodo; usa principalmente educacion, gonzalez, paquete, planta, escolar, club. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",5,11,53,"educacion, gonzalez, paquete, planta, escolar, club, establecer, informar, ramirez, carlos, litro, sur, manifestar, mes, indicar, acordar, agregar, blanco, garantizar, facilitar, establecimiento, empresario, eduardo, alternativa, ciclo, comerciante, alcance, alcalde, listo, impactar, periodo, motocicleta, vacacional, visitante","S0:15, S2:10, S5:5, S1:4, S10:4, S9:4","{""Twitter"": 5}",0.0,1.0,0.4005,0.3636,0.0,0.0,42.0,medio,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,8,1
T09_P1,9,1,"Perspectiva sobre identidad local, cultura y entretenimiento · ano, con énfasis en ano",Ano Futbol Gol,"Perspectiva sobre identidad local, cultura y entretenimiento · ano, con énfasis en ano. Grupo de 17 cuentas dentro de Identidad local, cultura y entretenimiento · ano; usa principalmente ano, futbol, gol, mundial, paz, jugar. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",17,22,101,"ano, futbol, gol, mundial, paz, jugar, refineria, estadio, vista, junio, hotel, liga, imagen, afuera, territorio, jugador, cruz, empatar, concentrar, cerrar, expansion, decidir, espera, operativo, jose, minuto, sonar, siquiera, torneo, triunfo","S2:22, S5:20, S0:18, S1:15, S4:11, S8:10","{""YouTube"": 11, ""Twitter"": 5, ""Facebook"": 1}",0.0,0.6139,0.1885,0.0909,0.0455,0.5,50.5,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,1,0
T10_P1,10,1,"Perspectiva sobre tamaulipas, julio, matamoros, con énfasis en tamaulipas",Tamaulipas Julio Altamira,"Perspectiva sobre tamaulipas, julio, matamoros, con énfasis en tamaulipas. Grupo de 24 cuentas dentro de Tamaulipas, julio, matamoros; usa principalmente tamaulipas, julio, altamira, matamoros, antonio, sol. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",24,171,478,"tamaulipas, julio, altamira, matamoros, antonio, sol, maria, campos, macias, iniciar, ciudadmadero, cdmx, jornada, leon, preventivo, prision, registrar, alto, victor, convenio, dictar, tarde, raul, ambiente, incluir, manuel, marzo, prever, grado, atleta, escenario, exigencia, monterrey, sensacion, suspension, termico","S1:185, S2:134, S4:63, S0:55, S5:24, S3:10","{""Twitter"": 21, ""Instagram"": 2, ""Medios"": 1}",0.0,0.7594,0.3663,0.0585,0.0409,0.0857,30.9,bajo,apoyo_defensa,Apoyo/defensa,1.0,11.0,0.0,11.0,47,5
T11_P1,11,1,"Perspectiva sobre medios y conversación digital · leer, con énfasis en completo",Completo Red Nota,"Perspectiva sobre medios y conversación digital · leer, con énfasis en completo. Grupo de 3 cuentas dentro de Medios y conversación digital · leer; usa principalmente completo, red, nota, leer, dando, web. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",3,18,129,"completo, red, nota, leer, dando, web, encabezar, acercar, artificial, integrar, cuidado, dif, mujeres, coordinar, conocido, capital, ayuntamiento, verano, recientemente, turistico, inteligencia, mesa, proposito, alianza, consolidar, independiente, destino, desarrollar, prioritario, realidad, reto, romper, titular","S3:41, S0:36, S1:26, S4:10, S6:8, S2:7","{""Twitter"": 2, ""TikTok"": 1}",0.0,1.0,0.8144,0.1667,0.0,0.0769,43.4,medio,apoyo_defensa,Apoyo/defensa,1.0,10.0,0.0,10.0,50,6
T12_P1,12,1,"Perspectiva sobre méxico y asuntos nacionales · arbol, con énfasis en ruta",Ruta Arbol Cualquiera,"Perspectiva sobre méxico y asuntos nacionales · arbol, con énfasis en ruta. Grupo de 4 cuentas dentro de México y asuntos nacionales · arbol; usa principalmente ruta, arbol, cualquiera, comercio, dependencia, comunicacion. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",4,4,21,"ruta, arbol, cualquiera, comercio, dependencia, comunicacion, educativo, falta, mexicanos, institucional, modalidad, nacional, servidor, territorial","S3:9, S4:5, S2:3, S1:3, S0:1","{""Instagram"": 2, ""Twitter"": 1, ""YouTube"": 1}",0.0,1.0,0.3515,0.25,0.0,1.0,60.0,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,1,0
T13_P1,13,1,"Perspectiva sobre identidad local, cultura y entretenimiento · local, con énfasis en local",Local Medio Economia,"Perspectiva sobre identidad local, cultura y entretenimiento · local, con énfasis en local. Grupo de 11 cuentas dentro de Identidad local, cultura y entretenimiento · local; usa principalmente local, medio, economia, abrir, fuero, tercero. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",11,15,52,"local, medio, economia, abrir, fuero, tercero, solucion, quitar, garza, personaje, distintivo, entrega, prensa, empresarial, cuyo, continuar, ciudadano, advertir, clasico, departamento, martes, mecanismo, liderazgo, manana, programa, posibilidad, politica, prosperidad","S0:24, S4:11, S2:8, S3:3, S5:3, S6:3","{""Twitter"": 7, ""Instagram"": 2, ""TikTok"": 1, ""YouTube"": 1}",0.0,0.5962,0.1124,0.1333,0.1333,1.0,65.5,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,13,0
T14_P1,14,1,"Perspectiva sobre gobierno y disputa política · cuenca, con énfasis en gobierno",Gobierno Claudia Cambio,"Perspectiva sobre gobierno y disputa política · cuenca, con énfasis en gobierno. Grupo de 20 cuentas dentro de Gobierno y disputa política · cuenca; usa principalmente gobierno, claudia, cambio, cargo, judicial, historia. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",20,29,98,"gobierno, claudia, cambio, cargo, judicial, historia, gabriel, perfecto, sacar, avila, impuesto, gas, firme, existir, cuenca, administrar, postura, positivo, comite, convencional, baja, analisis, bastar, cientifico, descartar, estadounidense, lider, integrado, marco, revelar, social, unam","S0:62, S1:9, S6:8, S3:7, S2:4, S4:4","{""Twitter"": 9, ""YouTube"": 9, ""Facebook"": 1, ""TikTok"": 1}",0.0,0.4592,0.065,0.1034,0.069,0.5,54.7,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,7,0
T15_P1,15,1,Actividades culturales y eventos públicos,Actividades Culturales Eventos,"Actividades culturales y eventos públicos. Grupo de 6 cuentas dentro de México y asuntos nacionales · agosto; usa principalmente cultural, agosto, metro, etapa, arte, metropolitano. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",6,13,92,"cultural, agosto, metro, etapa, arte, metropolitano, mexicano, invitar, taller, teatro, fecha, femenil, artes, horario, final, estudiar, establecido, estudio, laboratorio, mirar, miercoles, nivel, participante, registro, plantilla, salvador, tecnica","S0:42, S1:24, S2:15, S4:9, S3:2","{""Instagram"": 3, ""Twitter"": 2, ""YouTube"": 1}",0.0,0.9674,0.3958,0.1538,0.0,0.0,37.9,bajo,apoyo_defensa,Apoyo/defensa,0.75,7.0,1.0,8.0,30,6
T16_P1,16,1,Reclamos de seguridad y justicia,Reclamos Seguridad Justicia,"Reclamos de seguridad y justicia. Grupo de 9 cuentas dentro de Seguridad, violencia y justicia · autoridad; usa principalmente area, autoridad, calor, camino, seguridad, comision. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",9,12,38,"area, autoridad, calor, camino, seguridad, comision, delito, rural, condicion, puntual, procedimiento, secretaria, senalar","S1:15, S0:6, S7:6, S3:5, S2:3, S5:2","{""YouTube"": 5, ""Twitter"": 2, ""Facebook"": 1, ""TikTok"": 1}",0.0,0.6579,0.1219,0.1667,0.0,0.25,51.2,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,5,0
T17_P1,17,1,"Perspectiva sobre méxico y asuntos nacionales · saludo, con énfasis en saludo",Saludo Libramiento Poniente,"Perspectiva sobre méxico y asuntos nacionales · saludo, con énfasis en saludo. Grupo de 14 cuentas dentro de México y asuntos nacionales · saludo; usa principalmente saludo, libramiento, poniente, seguro, mundo, entregar. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",14,21,59,"saludo, libramiento, poniente, seguro, mundo, entregar, luna, implementar, controlar, medida, contemplar, colocar, ciento, asunto, avanzar, aleman, acusar, definir, kilometro, enhorabuena, exceso, pedro, miguel, region, utilizar","S0:22, S7:17, S5:8, S4:3, S6:3, S2:2","{""YouTube"": 5, ""Twitter"": 4, ""Instagram"": 3, ""Facebook"": 2}",0.0,0.5424,0.1169,0.0952,0.1429,0.5,60.5,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,9,0
T18_P1,18,1,"Perspectiva sobre seguridad, violencia y justicia · ciudad, con énfasis en disfrutar",Disfrutar Madero Vehiculo,"Perspectiva sobre seguridad, violencia y justicia · ciudad, con énfasis en disfrutar. Grupo de 9 cuentas dentro de Seguridad, violencia y justicia · ciudad; usa principalmente disfrutar, madero, vehiculo, reyes, rodriguez, blanca. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",9,15,57,"disfrutar, madero, vehiculo, reyes, rodriguez, blanca, municipio, motivo, forma, respeto, capacitacion, acompanar, ciudad, respaldo, exposicion, ejercer, conforme, comentario, celebrar, cercania, aliado, causa, adulto, policia, oficial, guerra, recorrer, requisito, reiterar, tradicion","S3:16, S1:14, S0:8, S7:6, S6:4, S2:3","{""Twitter"": 5, ""Instagram"": 2, ""Facebook"": 1, ""YouTube"": 1}",0.0,0.7895,0.2256,0.2,0.0,0.5,60.0,medio,apoyo_defensa,Apoyo/defensa,1.0,13.0,0.0,13.0,4,1
T19_P1,19,1,"Perspectiva sobre comunidad, familia y vida cotidiana · carrera, con énfasis en dia",Dia Mantenimiento Extranjero,"Perspectiva sobre comunidad, familia y vida cotidiana · carrera, con énfasis en dia. Grupo de 14 cuentas dentro de Comunidad, familia y vida cotidiana · carrera; usa principalmente dia, mantenimiento, extranjero, super, viaje, carrera. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",14,21,61,"dia, mantenimiento, extranjero, super, viaje, carrera, regresar, esperanza, unico, bolsa, ayuda, pobre, partido, olvidar, guia, convertir, central, boca, rapido, justo, juventud, nacer, sueno, sentido, transporte, via","S1:14, S4:10, S0:9, S5:8, S10:6, S9:5","{""YouTube"": 10, ""Twitter"": 3, ""Facebook"": 1}",0.0,0.5246,0.083,0.0952,0.0,1.0,46.8,medio,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T20_P1,20,1,"Perspectiva sobre gestión municipal y servicios públicos · laguna, con énfasis en experiencia",Experiencia Laguna Calle,"Perspectiva sobre gestión municipal y servicios públicos · laguna, con énfasis en experiencia. Grupo de 14 cuentas dentro de Gestión municipal y servicios públicos · laguna; usa principalmente experiencia, laguna, calle, carpintero, descubrir, sabor. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",14,25,103,"experiencia, laguna, calle, carpintero, descubrir, sabor, vivir, sentir, contar, llegar, colonia, accidente, viajar, zona, autobus, aventura, edificio, ortiz, ocasion, juan, recuerdo, sufrir, riesgo, bonito, civil, cambiar, compania, hernandez, llamar, limitado, estructural, notificar, propietario, proteccion, transformar, vecino","S2:42, S0:17, S3:15, S6:11, S1:9, S7:5","{""Instagram"": 5, ""Twitter"": 5, ""Facebook"": 2, ""YouTube"": 2}",0.0,0.7087,0.2199,0.08,0.0,0.25,37.7,bajo,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,4,1
T21_P1,21,1,"Perspectiva sobre comunidad, familia y vida cotidiana · militar, con énfasis en marina",Marina Investigar Militar,"Perspectiva sobre comunidad, familia y vida cotidiana · militar, con énfasis en marina. Grupo de 23 cuentas dentro de Comunidad, familia y vida cotidiana · militar; usa principalmente marina, investigar, militar, gente, disciplina, denuncia. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",23,31,106,"marina, investigar, militar, gente, disciplina, denuncia, institucion, evitar, donde, agresion, estricto, unidad, abuso, juicio, lic, escuchar, sexual, psicologico, base, armado, ocupar, acto, enviar, comida, asumir, cuando, correspondiente, facultad, necesario, operar, palacio, proceder, pelota, rendir, tonto","S3:27, S2:24, S4:19, S5:16, S8:6, S6:6","{""YouTube"": 19, ""Twitter"": 2, ""Facebook"": 1, ""Instagram"": 1}",0.0,0.3585,0.0509,0.0645,0.0645,0.0,27.4,bajo,apoyo_defensa,Apoyo/defensa,1.0,2.0,0.0,2.0,2,2
T22_P1,22,1,Respaldo y defensa de la gestión,Respaldo Defensa Gestión,"Respaldo y defensa de la gestión. Grupo de 35 cuentas dentro de Gobierno y disputa política · construir; usa principalmente politico, periodista, presidente, mano, vaca, construir. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",35,44,145,"politico, periodista, presidente, mano, vaca, construir, importar, servir, defender, grande, dueno, doctor, verguenza, presion, personal, faltar, necesitar, particular, publicar, pinche, permiso, semana, totalmente, valer, ayudar, contratar, padre, corresponder, dano, complejo, andar, asta, basura, manejar, peligro, palabra, pagar, nacion, ganancia, depender, raro, requerir","S1:33, S4:32, S3:31, S0:12, S6:9, S7:9","{""YouTube"": 30, ""Twitter"": 4, ""Instagram"": 1}",0.0,0.2897,0.0371,0.0682,0.0682,0.0,26.2,bajo,sin_postura,Sin postura,0.0,0.0,0.0,0.0,0,0
T22_P2,22,2,Debate político y partidista,Debate Político Partidista,"Debate político y partidista. Grupo de 18 cuentas dentro de Gobierno y disputa política · construir; usa principalmente presidenta, mano, periodista, grande, politico, corresponder. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",18,28,70,"presidenta, mano, periodista, grande, politico, corresponder, dueno, depender, construir, complejo, andar, ayudar, manejar, funcionar, faltar, ejercito, pagar, necesitar, medico, palabra, presidente, presion, requerir, semana, tortura, totalmente, valer, verguenza","S5:35, S3:8, S4:8, S1:7, S0:5, S2:4","{""YouTube"": 14, ""Facebook"": 2, ""Instagram"": 2}",0.0,0.3714,0.0612,0.1071,0.1071,0.0,38.5,medio,apoyo_defensa,Apoyo/defensa,1.0,1.0,0.0,1.0,5,1
T23_P1,23,1,Respaldo y defensa de la gestión,Respaldo Defensa Gestión,"Respaldo y defensa de la gestión. Grupo de 21 cuentas dentro de Bienestar, salud y educación · fortalecer; usa principalmente espacio, fortalecer, bienestar, compromiso, obra, accion. Senal indiciaria bajo; requiere lectura cualitativa antes de concluir coordinacion.",21,108,508,"espacio, fortalecer, bienestar, compromiso, obra, accion, desarrollo, mejorar, brindar, comunidad, infraestructura, sector, calidad, tampicovacontodo, secretario, internacional, proyecto, agua, futuro, movilidad, contribuir, vialidad, urbano, permitir, ciudadania, digno, actividad, cabo, asfaltico, compartir, obras, vial, aprender, tranquilidad, reflejar, reafirmar, publicas, conjunto, beneficio, frente, solicitud, recordar, instruccion, convivir, coordinacion, traducir, sesion, habilidad, seguimiento, agente, agilizar, principal, estrategico, transito, fundamental, ambito, entidad, derivado, parque, plataforma","S0:105, S2:70, S5:68, S1:57, S4:52, S3:48","{""Facebook"": 8, ""Twitter"": 6, ""Instagram"": 3, ""YouTube"": 3, ""TikTok"": 1}",0.0,0.813,0.2213,0.0463,0.0185,0.2,32.0,bajo,apoyo_defensa,Apoyo/defensa,1.0,45.0,0.0,45.0,84,25
T24_P1,24,1,Respaldo y defensa de la gestión,Respaldo Defensa Gestión,"Respaldo y defensa de la gestión. Grupo de 20 cuentas dentro de Seguridad, violencia y justicia · academia; usa principalmente quintos, academia, fiscalia, prueba, estrella, carpeta. Senal indiciaria medio; requiere lectura cualitativa antes de concluir coordinacion.",20,32,141,"quintos, academia, fiscalia, prueba, estrella, carpeta, video, mensaje, defensa, abogado, alumno, audiencia, jueza, escandalo, orden, ocurrido, joven, feminicidio, general, aprehension, dato, elemento, permanecer, exponer, diligencia, detencion, defensor, imputado, presentar, trasladar","S1:29, S2:25, S0:22, S4:19, S5:18, S8:14","{""YouTube"": 11, ""Twitter"": 7, ""Instagram"": 2}",0.0,0.6383,0.1079,0.1562,0.0625,0.5,62.3,medio,apoyo_defensa,Apoyo/defensa,1.0,2.0,0.0,2.0,4,2
